timestamp,date,stamp,code,order_no,bs_flag,order_type,order_price,order_volume
2026-03-16 09:15:00.030,20260316,91500030,000009.SZ,880,2,0,10.05,100
2026-03-16 09:15:00.030,20260316,91500030,000009.SZ,961,2,0,10.42,3500
2026-03-16 09:15:00.030,20260316,91500030,000009.SZ,1156,2,0,10.0,4000
2026-03-16 09:15:00.030,20260316,91500030,000009.SZ,1158,2,0,9.8,1000
2026-03-16 09:15:00.030,20260316,91500030,000009.SZ,1159,2,0,9.82,2000
2026-03-16 09:15:00.030,20260316,91500030,000009.SZ,1166,2,0,9.78,10000
2026-03-16 09:15:00.030,20260316,91500030,000009.SZ,1167,2,0,9.82,10000
2026-03-16 09:15:00.040,20260316,91500040,000009.SZ,1310,2,0,9.66,1500
2026-03-16 09:15:00.040,20260316,91500040,000009.SZ,1311,2,0,9.77,1500
2026-03-16 09:15:00.040,20260316,91500040,000009.SZ,1348,2,0,9.88,1500
2026-03-16 09:15:00.040,20260316,91500040,000009.SZ,1413,2,0,10.11,1000
2026-03-16 09:15:00.040,20260316,91500040,000009.SZ,1415,1,0,9.11,2000
2026-03-16 09:15:00.040,20260316,91500040,000009.SZ,2764,2,0,9.7,100
2026-03-16 09:15:00.040,20260316,91500040,000009.SZ,2770,2,0,10.15,100
2026-03-16 09:15:00.040,20260316,91500040,000009.SZ,3949,2,0,10.42,1000
2026-03-16 09:15:00.040,20260316,91500040,000009.SZ,3971,1,0,9.47,10000
2026-03-16 09:15:00.050,20260316,91500050,000009.SZ,5354,1,0,9.33,500
2026-03-16 09:15:00.050,20260316,91500050,000009.SZ,5690,2,0,9.64,600
2026-03-16 09:15:00.050,20260316,91500050,000009.SZ,6000,1,0,9.47,200
2026-03-16 09:15:00.050,20260316,91500050,000009.SZ,6062,1,0,9.47,400
2026-03-16 09:15:00.050,20260316,91500050,000009.SZ,6486,2,0,9.8,100
2026-03-16 09:15:00.050,20260316,91500050,000009.SZ,6487,2,0,10.2,100
2026-03-16 09:15:00.050,20260316,91500050,000009.SZ,6847,2,0,10.42,3000
2026-03-16 09:15:00.050,20260316,91500050,000009.SZ,7893,2,0,9.8,200
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,8167,2,0,10.42,100000
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,8179,2,0,9.55,3100
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,9673,2,0,9.72,1700
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,10108,2,0,9.79,500
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,10420,2,0,9.66,100
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,10789,2,0,9.45,500
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,11225,1,0,9.47,600
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,11360,1,0,9.48,700
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,11677,2,0,9.99,1500
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,11784,2,0,9.62,5000
2026-03-16 09:15:00.060,20260316,91500060,000009.SZ,11809,1,0,9.0,100
2026-03-16 09:15:00.070,20260316,91500070,000009.SZ,13442,1,0,9.47,200
2026-03-16 09:15:00.070,20260316,91500070,000009.SZ,14458,1,0,9.48,800
2026-03-16 09:15:00.070,20260316,91500070,000009.SZ,15031,1,0,9.33,2000
2026-03-16 09:15:00.070,20260316,91500070,000009.SZ,15886,1,0,9.15,2600
2026-03-16 09:15:00.070,20260316,91500070,000009.SZ,15908,2,0,10.33,38100
2026-03-16 09:15:00.070,20260316,91500070,000009.SZ,16091,2,0,10.38,1100
2026-03-16 09:15:00.070,20260316,91500070,000009.SZ,16164,2,0,10.36,1000
2026-03-16 09:15:00.080,20260316,91500080,000009.SZ,16951,1,0,9.35,300
2026-03-16 09:15:00.080,20260316,91500080,000009.SZ,17176,1,0,9.1,500
2026-03-16 09:15:00.080,20260316,91500080,000009.SZ,17449,2,0,10.42,1000
2026-03-16 09:15:00.080,20260316,91500080,000009.SZ,17797,1,0,9.16,600
2026-03-16 09:15:00.080,20260316,91500080,000009.SZ,19108,2,0,10.42,100
2026-03-16 09:15:00.080,20260316,91500080,000009.SZ,19122,2,0,9.7,1000
2026-03-16 09:15:00.080,20260316,91500080,000009.SZ,19123,2,0,9.82,1000
2026-03-16 09:15:00.080,20260316,91500080,000009.SZ,19124,2,0,10.06,1000
2026-03-16 09:15:00.080,20260316,91500080,000009.SZ,19125,1,0,9.37,1000
2026-03-16 09:15:00.090,20260316,91500090,000009.SZ,21178,2,0,10.41,2000
2026-03-16 09:15:00.090,20260316,91500090,000009.SZ,21548,2,0,10.4,100
2026-03-16 09:15:00.090,20260316,91500090,000009.SZ,21549,2,0,10.3,100
2026-03-16 09:15:00.090,20260316,91500090,000009.SZ,21932,2,0,10.01,300
2026-03-16 09:15:00.090,20260316,91500090,000009.SZ,22437,1,0,9.45,1000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,22753,2,0,9.88,700
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,22920,2,0,9.99,500
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,22990,2,0,10.42,200
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,22997,2,0,10.35,100
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23023,2,0,10.29,100
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23024,2,0,10.19,100
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23055,2,0,10.09,100
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23234,2,0,10.38,600
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23243,1,0,9.46,200
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23253,1,0,9.17,500
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23507,1,0,10.42,9100
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23625,1,0,8.97,500
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23627,2,0,9.69,6000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23640,2,0,9.79,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23641,2,0,10.42,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23642,2,0,9.69,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23643,2,0,9.79,4000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23644,2,0,10.42,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23645,2,0,9.69,10000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23646,2,0,9.79,20000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23647,2,0,9.99,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23649,2,0,10.2,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23650,2,0,10.42,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23651,2,0,9.69,10000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23652,2,0,9.79,20000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23653,2,0,9.99,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23654,2,0,10.2,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23655,2,0,10.42,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23707,2,0,9.79,4000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23708,2,0,10.42,2000
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23973,2,0,9.82,400
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,23974,2,0,10.42,500
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,24142,2,0,10.22,100
2026-03-16 09:15:00.100,20260316,91500100,000009.SZ,25170,1,0,9.06,1300
2026-03-16 09:15:00.110,20260316,91500110,000009.SZ,25400,1,0,8.88,300
2026-03-16 09:15:00.110,20260316,91500110,000009.SZ,25652,2,0,9.88,1400
2026-03-16 09:15:00.110,20260316,91500110,000009.SZ,26291,1,0,9.1,100
2026-03-16 09:15:00.110,20260316,91500110,000009.SZ,26646,2,0,9.99,2000
2026-03-16 09:15:00.110,20260316,91500110,000009.SZ,26727,1,0,9.2,300
2026-03-16 09:15:00.110,20260316,91500110,000009.SZ,28741,2,0,10.32,100
2026-03-16 09:15:00.110,20260316,91500110,000009.SZ,29094,2,0,9.98,700
2026-03-16 09:15:00.110,20260316,91500110,000009.SZ,29096,1,0,8.95,600
2026-03-16 09:15:00.120,20260316,91500120,000009.SZ,30375,2,0,10.42,5000
2026-03-16 09:15:00.120,20260316,91500120,000009.SZ,31389,1,0,9.47,15000
2026-03-16 09:15:00.120,20260316,91500120,000009.SZ,31835,1,0,9.18,1000
2026-03-16 09:15:00.120,20260316,91500120,000009.SZ,31861,2,0,10.38,300
2026-03-16 09:15:00.120,20260316,91500120,000009.SZ,32623,2,0,10.42,13700
2026-03-16 09:15:00.120,20260316,91500120,000009.SZ,32749,2,0,10.41,1000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,33578,1,0,8.76,300
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,33977,1,0,9.16,1200
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,34575,2,0,10.4,20900
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,34651,2,0,9.69,4000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,35030,2,0,9.71,200
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,35031,2,0,9.95,200
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,35032,2,0,10.18,200
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,35033,2,0,10.42,200
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,35651,1,0,8.55,300
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36010,2,0,10.18,4900
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36106,2,0,9.8,10000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36107,2,0,9.9,10000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36108,2,0,10.0,10000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36109,2,0,10.1,10000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36110,2,0,10.2,10000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36111,2,0,10.3,5000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36113,2,0,10.0,10000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36114,2,0,10.1,5000
2026-03-16 09:15:00.130,20260316,91500130,000009.SZ,36116,2,0,10.2,5000
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,37689,2,0,9.74,6000
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,37690,2,0,9.66,4000
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,39237,2,0,10.05,400
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,39606,1,0,9.11,10000
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,39719,2,0,10.42,1000
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,39811,1,0,9.47,300
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,40563,1,0,9.0,100
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,40805,1,0,10.42,1000
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,40926,1,0,9.29,4000
2026-03-16 09:15:00.140,20260316,91500140,000009.SZ,41017,2,0,9.79,2000
2026-03-16 09:15:00.150,20260316,91500150,000009.SZ,41297,1,0,9.49,200
2026-03-16 09:15:00.150,20260316,91500150,000009.SZ,41536,1,0,9.36,1500
2026-03-16 09:15:00.150,20260316,91500150,000009.SZ,42024,2,0,9.8,200
2026-03-16 09:15:00.150,20260316,91500150,000009.SZ,42364,1,0,9.38,300
2026-03-16 09:15:00.150,20260316,91500150,000009.SZ,43501,2,0,10.18,4500
2026-03-16 09:15:00.150,20260316,91500150,000009.SZ,43502,2,0,10.18,3000
2026-03-16 09:15:00.160,20260316,91500160,000009.SZ,44692,2,0,10.42,200
2026-03-16 09:15:00.160,20260316,91500160,000009.SZ,45469,2,0,10.0,200
2026-03-16 09:15:00.160,20260316,91500160,000009.SZ,45536,2,0,10.25,600
2026-03-16 09:15:00.160,20260316,91500160,000009.SZ,45554,2,0,10.42,5000
2026-03-16 09:15:00.160,20260316,91500160,000009.SZ,45710,2,0,10.23,600
2026-03-16 09:15:00.160,20260316,91500160,000009.SZ,46061,2,0,9.94,1600
2026-03-16 09:15:00.160,20260316,91500160,000009.SZ,46062,2,0,9.8,500
2026-03-16 09:15:00.160,20260316,91500160,000009.SZ,46112,2,0,10.38,600
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,47437,2,0,9.69,500
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,47438,2,0,9.79,1000
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,47439,2,0,9.99,2000
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,47440,2,0,10.2,2000
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,47632,1,0,9.48,1000
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,47796,2,0,10.41,1100
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,48275,2,0,10.01,1000
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,48477,2,0,9.82,500
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,48478,2,0,10.1,500
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,48761,2,0,10.42,2000
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,48767,2,0,9.97,1000
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,49028,2,0,10.4,2300
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,49373,2,0,9.46,2400
2026-03-16 09:15:00.170,20260316,91500170,000009.SZ,49595,2,0,9.7,600
2026-03-16 09:15:00.180,20260316,91500180,000009.SZ,50357,2,0,10.42,100
2026-03-16 09:15:00.180,20260316,91500180,000009.SZ,51032,2,0,8.52,100
2026-03-16 09:15:00.180,20260316,91500180,000009.SZ,51536,2,0,9.46,1000
2026-03-16 09:15:00.180,20260316,91500180,000009.SZ,52226,2,0,10.42,300
2026-03-16 09:15:00.180,20260316,91500180,000009.SZ,52632,1,0,8.6,300
2026-03-16 09:15:00.190,20260316,91500190,000009.SZ,53775,2,0,10.42,100
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,56174,2,0,9.77,1000
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,56177,2,0,9.99,1000
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,56227,2,0,10.1,1000
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,56364,2,0,10.42,500
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,57221,2,0,9.6,700
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,57299,2,0,10.42,100
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,57328,2,0,10.4,1000
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,57759,2,0,10.2,200
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,57769,2,0,10.35,600
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,57770,1,0,8.88,700
2026-03-16 09:15:00.200,20260316,91500200,000009.SZ,57886,1,0,8.7,300
2026-03-16 09:15:00.210,20260316,91500210,000009.SZ,58395,2,0,9.78,5000
2026-03-16 09:15:00.210,20260316,91500210,000009.SZ,58833,2,0,9.88,5000
2026-03-16 09:15:00.210,20260316,91500210,000009.SZ,58941,2,0,9.98,10000
2026-03-16 09:15:00.210,20260316,91500210,000009.SZ,59053,2,0,10.08,10000
2026-03-16 09:15:00.210,20260316,91500210,000009.SZ,59211,2,0,10.18,10000
2026-03-16 09:15:00.210,20260316,91500210,000009.SZ,59302,2,0,10.28,10000
